# time cycle min_w max_w min_rho max_rho min_alpha max_alpha max_p max_L max_Cperp max_Z max_K max_Atilde max_beta max_Q max_B min_detg max_abs_detg_minus_1 min_minor1 min_minor2 min_eigenvalue pcgh_Cperp_max pcgh_Zx_max pcgh_Zy_max pcgh_Zz_max pcgh_H_max pcgh_alphaMx_max pcgh_alphaMy_max pcgh_alphaMz_max pcgh_red_w_max pcgh_red_Q_max pcgh_red_alpha_max pcgh_red_B_max pcgh_curl_p_max pcgh_curl_Q_max pcgh_curl_L_max pcgh_curl_B_max pcgh_detg_max pcgh_trA_max pcgh_trQ_max pcgh_projection_max pcgh_minor1_max pcgh_minor2_max pcgh_min_eigenvalue_max pcgh_physical_valid_max pcgh_p_norm_max pcgh_L_norm_max pcgh_rhs_primary_max pcgh_rhs_gradient_max dRw_restrict_max dRQ_restrict_max dRalpha_restrict_max dRB_restrict_max dRw_prolong_max dRQ_prolong_max dRalpha_prolong_max dRB_prolong_max dRw_algebraic_project_max dRQ_algebraic_project_max dRalpha_algebraic_project_max dRB_algebraic_project_max dRw_reduction_project_max dRQ_reduction_project_max dRalpha_reduction_project_max dRB_reduction_project_max
1.0702831725318889 100 0.036551173182022077 0.99536025512391402 0.99999940243216767 1.2272489184748601 0.038762540527959424 0.99536025511303028 1.1330227053190469 2.8570941047350633 0 0 0.1088636117902182 0.35180861888128517 0.038908932772066675 0.085333572942597996 0.36539316058699317 0.99999999999999933 6.6613381477509392e-16 0.99142212314312228 0.98291782976438125 0.99127559913889207 0 0 0 0 2.2105530072717614 0.16328423719180113 0.16875598333047581 0.17687865807703518 0 1.1868236837148696e-06 0 0 0.010527261541383455 0.0049998062013035154 0.71187916040295485 0.0070741830012548924 6.6613381477509392e-16 2.288779336349868e-16 2.6813167591305795e-05 0.0025411091181651475 0.99999999999999989 1.0000002824028127 0.99999999999842826 1 1.1317041781432975 2.8549446772071483 0.62925750649875756 1.5168683260149716 0 0 0 0 0.00019998235972563415 0.0013088034772990051 0.004698089207425587 0.0021215676445667099 0 2.5406057249806845e-07 0 0 0.00010947659666731685 0.0015079895850711779 0.0057514510967346206 2.3742866406156042e-05
2.0992561899226652 200 0.040199335160243266 0.99536034982868049 0.99999770494670726 1.9286733711943491 0.066350182787480907 0.9953603498010789 1.1845941782107607 4.7742067797386483 0 0 0.03365929609842503 0.6966577443092673 0.10017819658591906 0.18321700991543513 1.0381597127413031 0.99999999999999933 6.6613381477509392e-16 0.98033546704261554 0.96105762749527623 0.97992634174786752 0 0 0 0 2.9749286492922771 0.42610940337377656 0.48679069097024913 0.51910413447031667 0 1.2336499993892973e-05 0 0 0.0077271367700559139 0.031823018908279072 8.3197912993848977 0.012583309449459464 6.6613381477509392e-16 4.0819725716076645e-16 0.00018732356872284603 0.0069001965937905922 1.0001843525218985 1.0001894397144164 0.9999999999977276 1 1.1827865950597101 4.7615238970884022 1.4810942582227082 5.2251887148370884 0 0 0 0 0.00060971502407326393 0.0019278250690727946 0.0048295336718481444 0.0027741109105251642 0 5.0969994338693841e-06 0 0 0.00067611984681457255 0.01369859705940229 0.024578605449695767 0.00017049656189212212
3.0781780510751302 300 0.047237236460809441 0.99536043684509301 0.99999533935672869 3.1410210069796962 0.14837315203506957 0.99536043675296615 1.2885061383021297 4.9677427897252437 0 0 0.33117227516371861 1.1046715012722816 0.16410400862700703 0.26699803301706798 1.9920903604748126 0.99999999999999933 6.6613381477509392e-16 0.96725919380392333 0.93705969504438202 0.96652635983866486 0 0 0 0 4.7797805859027864 0.68601497776143672 0.87881133922674692 0.85980017678499476 0 1.2665918979657905e-05 0 0 0.0077478861179691707 0.048335357363860645 10.117277667892962 0.015485764044253929 6.6613381477509392e-16 4.7512917747158626e-16 0.0010557948780373306 0.016483720182498281 1.0003019773997017 1.0003110068484096 0.99999999999443701 1 1.2810135716467475 4.9654875066989286 2.7549510068578913 4.4551637770416184 0 0 0 0 0.00089673185383270745 0.0021515861292811106 0.0039721906015567753 0.0024750589565521114 0 7.7040862173544859e-05 0 0 0.0028929869448051605 0.028705662567413803 0.0480059572713845 0.0011720557710531163
4.0211954682317979 400 0.06156645250663513 0.99536051794309122 0.99999271031642833 2.1876536253132541 0.13468607302381652 0.99536051762364497 1.3051487132285096 3.7279016163548508 0 0 0.86189904816147 1.5517038102395291 0.19613356761074721 0.28745010550363359 2.2935909083186403 0.99999999999999933 6.6613381477509392e-16 0.95732460079469284 0.91867170382367858 0.95618892900753194 0 0 0 0 7.545816416693393 1.0642694030277859 1.3081670368592981 1.2984449261759128 0 2.4117035575132463e-05 0 0 0.0052273166541871117 0.072535104071832737 8.6102673450580127 0.019808634115412355 6.6613381477509392e-16 5.9255485171528875e-16 0.00129075453054335 0.02402247012261827 1.000709462758097 1.0007803531835202 0.99999999998438882 1 1.2956428488327993 3.7247385595974625 4.294390370537724 5.1624822156535446 0 0 0 0 0.00090210901147432443 0.0016308890626978514 0.0064652565409961888 0.0018122385108601236 0 4.9329075830776474e-05 0 0 0.0046535458714339582 0.035759731681061807 0.031500821710590134 0.0023350283828565154
4.9526469932830048 500 0.07525548252872459 0.99536059545147137 0.89428097538291695 1.1217264321101317 0.075893456191245795 0.99536059451776504 1.2656987955637751 2.4209031568700468 0 0 0.94834805194067862 1.6960914628339316 0.19921525891339806 0.27310366627865473 1.8678294947570151 0.99999999999999933 6.6613381477509392e-16 0.95258217530156786 0.90762896696204542 0.95008419804102118 0 0 0 0 8.0748162876690479 0.84257015741525687 0.83454799458110029 0.83815677384359555 0 4.8000662740286147e-05 0 0 0.0081421395751823875 0.062683205107935583 3.3783474519432235 0.011463539615089485 6.6613381477509392e-16 1.0522381319194673e-15 0.00077212319508265662 0.017088193030812177 1.0019419337096596 1.0018404816267628 0.99999999996049549 1 1.2622360074784083 2.4345520144968029 2.9679508196532338 3.5269856623944409 0 0 0 0 0.00072941706265918903 0.00084553524470537566 0.0063638325744282027 0.0011547514087785725 0 2.8229163319288706e-05 0 0 0.0033293018843747624 0.029430579582104807 0.0059086070718874679 0.00090637557682778222
5.8875086097187239 600 0.067423154431384844 0.99536067064624101 0.55060125205347898 1.1127843295603213 0.037123273247315562 0.99536066833397807 1.2788688673812776 2.2284023799263344 0 0 0.87484268960020906 1.6960233448356934 0.19109905163672924 0.25363374948194695 1.5645658550603436 0.99999999999999933 6.6613381477509392e-16 0.95007293651965308 0.90263850124748835 0.94700463945634095 0 0 0 0 9.3506845051966341 0.78103119447109126 0.64414679181187384 0.64673166140672766 0 9.3218008361093879e-06 0 0 0.0056439854692882591 0.052724490455465844 4.3777128405580168 0.01389534347053791 6.6613381477509392e-16 7.0959030113924364e-16 0.0011641555623480618 0.011608586585841043 1.0017267010142796 1.0017835372891963 0.99999999991142763 1 1.2715898020399903 2.2157465346352296 2.0263464392783783 2.9262181473024613 0 0 0 0 0.00065973517057743244 0.00079837581082115852 0.0063895744676491298 0.00055977503164924799 0 9.7634274779875754e-05 0 0 0.0022451847557178979 0.022361925773819003 0.010802091347836223 0.00050939907473448326
6.830341913369872 700 0.074529186929079616 0.99536074383323669 0.42346005575563989 1.0919091381020529 0.031560133652410581 0.99536073881940834 1.2392150504528039 1.9736298368263878 0 0 0.70447789098366553 1.6126331933005957 0.18197102011126343 0.23911980854430998 1.3534792582826829 0.99999999999999933 8.8817841970012523e-16 0.94829234426872855 0.89925806398039609 0.94566821119033262 0 0 0 0 8.1046674242000467 0.45535746539588706 0.44631211678466515 0.44433298111164421 0 1.9431981868577265e-05 0 0 0.0044985879859602302 0.04336833567864553 4.0804243827296585 0.0064064557048425438 8.8817841970012523e-16 6.335521332655278e-16 0.00033956023990160892 0.0084609540635635656 1.0023493054306434 1.0020925498044848 0.99999999982029009 1 1.2360744961510293 1.9706794491712765 1.5964425519958243 2.4074002748193175 0 0 0 0 0.00061445936390457079 0.0011516475433636507 0.0064002242895690002 0.00054750072638293007 0 2.3562618605490972e-05 0 0 0.0017453292115569934 0.017646424545524321 0.009907551409243218 0.0003161236566277548
7.7806709714746871 800 0.065851681865192885 0.9953608149051939 0.37238109077736925 1.0767628080058615 0.024521921122484833 0.99536080512965719 1.2452363540986791 1.9857190659702111 0 0 0.60791500520887698 1.6020711640534386 0.17775723509560015 0.23683806724524567 1.2960387182719053 0.99999999999999933 6.6613381477509392e-16 0.94726946022841019 0.89731950632493596 0.94488976573311501 0 0 0 0 8.7006464348513255 0.60769699365826679 0.45129191683023118 0.44948612990235565 0 7.7988962411309473e-06 0 0 0.0024792546544894281 0.016524105454267787 3.8333346871970444 0.0046774943244816368 6.6613381477509392e-16 6.475551372767709e-16 0.0008177941215903457 0.0077579006992645186 1.0018799637145868 1.0018863197352301 0.99999999966344677 1 1.2424214297652032 1.9813451872246794 1.5328733672935695 2.6731856302035522 0 0 0 0 0.00062928786478949129 0.001341264043161804 0.006993825991767566 0.00067100105654494229 0 6.6944933632861981e-05 0 0 0.001473003439287633 0.01615693448754205 0.01251844904769551 0.00025219739087413716
8.7322162105343324 900 0.065414925966436693 0.99536088337003081 0.41737124896904104 1.065444332565741 0.027302309351829038 0.99536086593455708 1.2367802614240744 2.0498641758896632 0 0 0.52535741647166001 1.6170236637341684 0.18274604597188593 0.24851585569381149 1.2929347501343678 0.99999999999999933 6.6613381477509392e-16 0.94507699112152221 0.89317065788993188 0.94315782991262731 0 0 0 0 8.3598912933161316 0.57479183035004822 0.48124805196555165 0.47939323046644294 0 1.3913789517864386e-05 0 0 0.0018662744586306476 0.01857352718990786 3.9326853631458012 0.0039854906048344208 6.6613381477509392e-16 7.0721112305867652e-16 0.00054018231766775641 0.0083031066475285856 1.0024734532871349 1.0024652373715524 0.99999999941110784 1 1.2339179582295818 2.0449404899394152 1.8192284341093954 2.7994608799290717 0 0 0 0 0.00075035513896502641 0.0016775418316849371 0.0053991631439251064 0.00062998827624166631 0 1.3356885829278581e-05 0 0 0.0014756547329908621 0.01671160102090237 0.012961388569700154 0.0002765798087570122
9.6770406274144136 1000 0.066977517274687967 0.99536094871773628 0.49698148050986057 1.05668595694247 0.033286585696049191 0.99536091990402653 1.2330205810382271 2.0826635283297077 0 0 0.48807898262639893 1.5953867311204368 0.1957288754762751 0.26860405320653319 1.3145578698212927 0.99999999999999933 6.6613381477509392e-16 0.9410626636890187 0.88560018488077752 0.93957375247221764 0 0 0 0 7.9500953331517668 0.58814363411159665 0.51067215736445604 0.50879613521139966 0 7.8063977351898026e-06 0 0 0.0016665511997237413 0.017842162608693753 3.8665234356451661 0.0044711596122306374 6.6613381477509392e-16 5.9056691588868949e-16 0.00043350884928009518 0.009390322473682048 1.0029196653883004 1.002621659239807 0.99999999902757131 1 1.2289697009601819 2.0752358742291257 2.185103300718787 3.0902292208062789 0 0 0 0 0.00090115893370899358 0.0017491998551413489 0.0031523904328562835 0.00059612725528258165 0 3.6383349368858286e-05 0 0 0.0015437253257348665 0.017485969763830083 0.011822974605675085 0.00034187075456200406
