kernel	calls	total_seconds	average_seconds	percent
ref_gh scalar source and pi rhs	81	3.731901805	0.0460728617901	59.8570813342
ref_gh stationary reference Ricci	1	0.661296948	0.661296948	10.606738138
ref_gh stationary frame reference audits	1	0.652466259	0.652466259	10.4651000947
ref_gh flat constraints	2	0.323625084	0.161812542	5.19071883104
ref_gh reference metric jets	1	0.285106071	0.285106071	4.57290094232
ref_gh reference connection	1	0.123970845	0.123970845	1.98840519927
ref_gh psi rhs	81	0.099630832	0.0012300102716	1.59800850238
ref_gh dissipation	81	0.070971294	0.000876188814815	1.13832966121
ref_gh dt	21	0.05541926	0.00263901238095	0.888885969309
ref_gh reference coordinate spin derivative	1	0.05359564	0.05359564	0.859636386558
ref_gh RK update	80	0.043465289	0.0005433161125	0.697152678402
ref_gh compatible phi rhs	81	0.037867572	0.000467500888889	0.607369233054
ref_gh rk4 base	60	0.023772603	0.00039621005	0.381295839401
ref_gh to ADM	1	0.010892199	0.010892199	0.174703214479
SendBuff	162	0.009782682	6.03869259259e-05	0.156907341816
RecvBuff	162	0.00845879	5.22147530864e-05	0.135673044864
ref_gh exact trumpet x1 boundaries	81	0.007628046	9.41734074074e-05	0.122348495138
ref_gh reference provider profiles	1	0.006366846	0.006366846	0.102119733792
ref_gh reference spin connection	1	0.00626078	0.00626078	0.100418509719
ref_gh minimum puncture radius	1	0.005817901	0.005817901	0.0933150419138
ref_gh reference coframe derivative	1	0.001849185	0.001849185	0.0296596273779
ref_gh reference spin derivative	1	0.001810256	0.001810256	0.0290352335859
ref_gh exact trumpet x3 boundaries	81	0.001774962	2.19131111111e-05	0.0284691426384
ref_gh exact trumpet x2 boundaries	81	0.001704506	2.10432839506e-05	0.0273390779307
ref_gh reference frame jets	1	0.001492794	0.001492794	0.0239433662894
Kokkos::View::initialization [ref_gh reference workspace] via memset	2	0.001040997	0.0005204985	0.0166968600337
ref_gh reference structure coefficients	1	0.001008149	0.001008149	0.0161700012067
Kokkos::View::initialization [ref_gh reference diagnostic] via memset	2	0.000844835	0.0004224175	0.0135505594604
Kokkos::View::initialization [] via memset	105	0.000837631	7.97743809524e-06	0.013435012365
Kokkos::View::initialization [ref_gh reference evolution] via memset	2	0.000794733	0.0003973665	0.0127469586033
